,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
237,Viva La Vida (Prospekt's March Edition),5,61RrnbTuH7eVElVUNb7tGF,Lovers in Japan,spotify:track:61RrnbTuH7eVElVUNb7tGF,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,14
238,Viva La Vida (Prospekt's March Edition),6,3EA4xo2joRMCyxUPceiHc7,Yes,spotify:track:3EA4xo2joRMCyxUPceiHc7,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,11
239,Viva La Vida (Prospekt's March Edition),7,5b9q8bNcTvL8tJubExIF5P,Viva La Vida,spotify:track:5b9q8bNcTvL8tJubExIF5P,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,21
240,Viva La Vida (Prospekt's March Edition),8,1nwXuPVEGNgyuEGfY6adye,Violet Hill,spotify:track:1nwXuPVEGNgyuEGfY6adye,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,15
241,Viva La Vida (Prospekt's March Edition),9,076CSfDMWIuR8YNmhF7hrl,Strawberry Swing,spotify:track:076CSfDMWIuR8YNmhF7hrl,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,14
242,Viva La Vida (Prospekt's March Edition),10,1RBFolQ1K11MtRvaBSxKO3,Death and All His Friends,spotify:track:1RBFolQ1K11MtRvaBSxKO3,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,12
243,Viva La Vida (Prospekt's March Edition),1,3J9wgjMKIiIaWgclPBsviR,Life in Technicolor ii,spotify:track:3J9wgjMKIiIaWgclPBsviR,0.00159,0.473,0.91,5.29e-05,0.248,-7.06,0.0391,131.052,0.293,15
244,Viva La Vida (Prospekt's March Edition),2,41A1n6JHOXCJw1cpcYuSdd,Postcards from Far Away,spotify:track:41A1n6JHOXCJw1cpcYuSdd,0.99,0.46,0.164,0.953,0.146,-19.387,0.048,126.704,0.189,11
245,Viva La Vida (Prospekt's March Edition),3,7p3akKMVvupU00X8Yzs8bD,Glass of Water,spotify:track:7p3akKMVvupU00X8Yzs8bD,0.000421,0.151,0.694,0.0634,0.334,-8.298,0.032,157.124,0.231,11
246,Viva La Vida (Prospekt's March Edition),4,2qww0QRqwaomeP1WphMsbQ,Rainy Day,spotify:track:2qww0QRqwaomeP1WphMsbQ,0.0765,0.376,0.677,0.00266,0.126,-6.964,0.0292,137.994,0.653,10
247,Viva La Vida (Prospekt's March Edition),5,6yNLCB3fZkzWHufmyQVI1F,Prospekt's March / Poppyfields,spotify:track:6yNLCB3fZkzWHufmyQVI1F,0.401,0.227,0.279,0.00428,0.193,-11.992,0.0302,154.465,0.0954,10
248,Viva La Vida (Prospekt's March Edition),6,0VVXyrNseVUjMvpwEZwi0c,Lost+ (with Jay-Z),spotify:track:0VVXyrNseVUjMvpwEZwi0c,0.00801,0.229,0.805,0.506,0.357,-7.024,0.0589,174.852,0.386,10
249,Viva La Vida (Prospekt's March Edition),7,0TcwbnD5YTus51buEXAIZC,Lovers in Japan - Osaka Sun Mix,spotify:track:0TcwbnD5YTus51buEXAIZC,0.00268,0.401,0.94,0.404,0.298,-6.037,0.0758,111.982,0.321,10
250,Viva La Vida (Prospekt's March Edition),8,19qiDRPtAJDGqNmb5uYhd2,Now My Feet Won't Touch the Ground,spotify:track:19qiDRPtAJDGqNmb5uYhd2,0.817,0.511,0.255,0.853,0.0819,-13.797,0.0302,124.09,0.13,10
251,Viva La Vida (Prospekt's March Edition),1,21E3m3rXhgWjQTo32scmfy,Life in Technicolor,spotify:track:21E3m3rXhgWjQTo32scmfy,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,38
252,Viva La Vida (Prospekt's March Edition),2,6xbbxvsdy2kC16kUDssPLD,Cemeteries of London,spotify:track:6xbbxvsdy2kC16kUDssPLD,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,36
253,Viva La Vida (Prospekt's March Edition),3,4YSmynoaeBvITzp3N8iXYU,Lost!,spotify:track:4YSmynoaeBvITzp3N8iXYU,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,39
254,Viva La Vida (Prospekt's March Edition),4,50CsvQKRsEd9wiYMcdsHeg,42,spotify:track:50CsvQKRsEd9wiYMcdsHeg,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,35
255,Viva La Vida (Prospekt's March Edition),5,0Hwwbk98kXcwyvtgkdqlMD,Lovers in Japan,spotify:track:0Hwwbk98kXcwyvtgkdqlMD,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,38
256,Viva La Vida (Prospekt's March Edition),6,5kidFrzCBTmWlzKssBbaLb,Yes,spotify:track:5kidFrzCBTmWlzKssBbaLb,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,34
257,Viva La Vida (Prospekt's March Edition),7,3zzwBtusqxBiGRsGpsnN3F,Viva La Vida,spotify:track:3zzwBtusqxBiGRsGpsnN3F,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,47
258,Viva La Vida (Prospekt's March Edition),8,62UfaFAh45l2jimrgvQRvB,Violet Hill,spotify:track:62UfaFAh45l2jimrgvQRvB,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,40
259,Viva La Vida (Prospekt's March Edition),9,4DLHhwZCJptTUCQPk6IAq8,Strawberry Swing,spotify:track:4DLHhwZCJptTUCQPk6IAq8,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,41
260,Viva La Vida (Prospekt's March Edition),10,6BwzZV2z4CS6n85sqmk0BU,Death and All His Friends,spotify:track:6BwzZV2z4CS6n85sqmk0BU,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,37
261,Viva La Vida (Prospekt's March Edition),1,0VpFFXnT2kNjqJmTv57aZi,Life in Technicolor ii,spotify:track:0VpFFXnT2kNjqJmTv57aZi,0.00159,0.473,0.91,5.29e-05,0.248,-7.06,0.0391,131.052,0.293,46
262,Viva La Vida (Prospekt's March Edition),2,4sbbpL1WwwGRr6xWk2y0Hk,Postcards from Far Away,spotify:track:4sbbpL1WwwGRr6xWk2y0Hk,0.99,0.46,0.164,0.953,0.146,-19.387,0.048,126.704,0.189,38
263,Viva La Vida (Prospekt's March Edition),3,0Y27miOkWnVymvOIA19BgU,Glass of Water,spotify:track:0Y27miOkWnVymvOIA19BgU,0.000421,0.151,0.694,0.0634,0.334,-8.298,0.032,157.124,0.231,38
264,Viva La Vida (Prospekt's March Edition),4,551YulB9BVtzcCQl0vX6nC,Rainy Day,spotify:track:551YulB9BVtzcCQl0vX6nC,0.0765,0.376,0.677,0.00266,0.126,-6.964,0.0292,137.994,0.653,34
265,Viva La Vida (Prospekt's March Edition),5,4yr1059N96a8msTHVftmFN,Prospekt's March / Poppyfields,spotify:track:4yr1059N96a8msTHVftmFN,0.401,0.227,0.279,0.00428,0.193,-11.992,0.0302,154.465,0.0954,36
266,Viva La Vida (Prospekt's March Edition),6,1y0ZoHeeEd0XTT8X7SnSq3,Lost+ (with Jay-Z),spotify:track:1y0ZoHeeEd0XTT8X7SnSq3,0.00801,0.229,0.805,0.506,0.357,-7.024,0.0589,174.852,0.386,38
267,Viva La Vida (Prospekt's March Edition),7,1wV03IHNBW0ZkT5lBCScXb,Lovers in Japan - Osaka Sun Mix,spotify:track:1wV03IHNBW0ZkT5lBCScXb,0.00268,0.401,0.94,0.404,0.298,-6.037,0.0758,111.982,0.321,36
268,Viva La Vida (Prospekt's March Edition),8,4PA4J8GvCN8RuE39wJ1QT1,Now My Feet Won't Touch the Ground,spotify:track:4PA4J8GvCN8RuE39wJ1QT1,0.817,0.511,0.255,0.853,0.0819,-13.797,0.0302,124.09,0.13,36
269,Viva La Vida (Prospekt's March Edition),1,0krrSlZaRpX7fuTysHRaCw,Life in Technicolor,spotify:track:0krrSlZaRpX7fuTysHRaCw,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,24
270,Viva La Vida (Prospekt's March Edition),2,21Wwu23O9xSBWWRjLRiDj4,Cemeteries of London,spotify:track:21Wwu23O9xSBWWRjLRiDj4,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,21
271,Viva La Vida (Prospekt's March Edition),3,1M9PeoMopTn0ZFJrsHRx42,Lost!,spotify:track:1M9PeoMopTn0ZFJrsHRx42,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,23
272,Viva La Vida (Prospekt's March Edition),4,2LZRtmvBhHo3JKRIc6Pixa,42,spotify:track:2LZRtmvBhHo3JKRIc6Pixa,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,20
273,Viva La Vida (Prospekt's March Edition),5,6wqGAJqHiWW6FeJclvCRVL,Lovers in Japan,spotify:track:6wqGAJqHiWW6FeJclvCRVL,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,24
274,Viva La Vida (Prospekt's March Edition),6,3sgIvnmQmenB23UR17ztfY,Yes,spotify:track:3sgIvnmQmenB23UR17ztfY,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,19
275,Viva La Vida (Prospekt's March Edition),7,4ixsIFLZVeMQUoDjZCr7ar,Viva La Vida,spotify:track:4ixsIFLZVeMQUoDjZCr7ar,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,33
276,Viva La Vida (Prospekt's March Edition),8,4LsCRDOGrb2HzXJyo0gZqW,Violet Hill,spotify:track:4LsCRDOGrb2HzXJyo0gZqW,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,26
277,Viva La Vida (Prospekt's March Edition),9,0TqBUdJrB3v4CdNkVX1HQs,Strawberry Swing,spotify:track:0TqBUdJrB3v4CdNkVX1HQs,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,26
278,Viva La Vida (Prospekt's March Edition),10,07Mutbg6JAknCEgNjiAhu2,Death and All His Friends,spotify:track:07Mutbg6JAknCEgNjiAhu2,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,23
279,Viva La Vida (Prospekt's March Edition),1,0ki20YfuY8tRxi4LIR69IO,Life in Technicolor ii,spotify:track:0ki20YfuY8tRxi4LIR69IO,0.00159,0.473,0.91,5.29e-05,0.248,-7.06,0.0391,131.052,0.293,33
280,Viva La Vida (Prospekt's March Edition),2,6JRMznXYvNp6JPL5fiRSiP,Postcards from Far Away,spotify:track:6JRMznXYvNp6JPL5fiRSiP,0.99,0.46,0.164,0.953,0.146,-19.387,0.048,126.704,0.189,23
281,Viva La Vida (Prospekt's March Edition),3,7N2oP2Zhfan1VDmnfLb4XN,Glass of Water,spotify:track:7N2oP2Zhfan1VDmnfLb4XN,0.000421,0.151,0.694,0.0634,0.334,-8.298,0.032,157.124,0.231,23
282,Viva La Vida (Prospekt's March Edition),4,3m4fXicsGgwCBVKmUPaTUZ,Rainy Day,spotify:track:3m4fXicsGgwCBVKmUPaTUZ,0.0765,0.376,0.677,0.00266,0.126,-6.964,0.0292,137.994,0.653,20
283,Viva La Vida (Prospekt's March Edition),5,0UiWwDcBQ7Tw7q9qc1Da5S,Prospekt's March / Poppyfields,spotify:track:0UiWwDcBQ7Tw7q9qc1Da5S,0.401,0.227,0.279,0.00428,0.193,-11.992,0.0302,154.465,0.0954,21
284,Viva La Vida (Prospekt's March Edition),6,2BbKMU9liK8sFKIdWK9w1z,Lost+ (with Jay-Z),spotify:track:2BbKMU9liK8sFKIdWK9w1z,0.00801,0.229,0.805,0.506,0.357,-7.024,0.0589,174.852,0.386,24
285,Viva La Vida (Prospekt's March Edition),7,1BPAIfNrEHg6SM4A8wlL83,Lovers in Japan - Osaka Sun Mix,spotify:track:1BPAIfNrEHg6SM4A8wlL83,0.00268,0.401,0.94,0.404,0.298,-6.037,0.0758,111.982,0.321,22
286,Viva La Vida (Prospekt's March Edition),8,6jUqMs7jDzdv7i9sGXEKap,Now My Feet Won't Touch the Ground,spotify:track:6jUqMs7jDzdv7i9sGXEKap,0.817,0.511,0.255,0.853,0.0819,-13.797,0.0302,124.09,0.13,23
287,Viva La Vida or Death and All His Friends,1,7MT5mNCNNCoW6XP265UkdS,Life in Technicolor,spotify:track:7MT5mNCNNCoW6XP265UkdS,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,37
288,Viva La Vida or Death and All His Friends,2,7vIY0IXV5FDefLv3RZUq7Q,Cemeteries of London,spotify:track:7vIY0IXV5FDefLv3RZUq7Q,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,36
289,Viva La Vida or Death and All His Friends,3,1PdWRsAEovbR8JlpjqqRxm,Lost!,spotify:track:1PdWRsAEovbR8JlpjqqRxm,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,41
290,Viva La Vida or Death and All His Friends,4,3IL3zHHAFzqu9JkGzMVqsE,42,spotify:track:3IL3zHHAFzqu9JkGzMVqsE,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,36
291,Viva La Vida or Death and All His Friends,5,2GkCxLKP04KfDpUYLTmTNl,Lovers in Japan,spotify:track:2GkCxLKP04KfDpUYLTmTNl,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,39
292,Viva La Vida or Death and All His Friends,6,6fw0Ih9M1GQBMi9yqAt1dP,Yes,spotify:track:6fw0Ih9M1GQBMi9yqAt1dP,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,33
293,Viva La Vida or Death and All His Friends,7,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,spotify:track:3Fcfwhm8oRrBvBZ8KGhtea,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,68
294,Viva La Vida or Death and All His Friends,8,5147DzKnamWyQdZwsYLHEJ,Violet Hill,spotify:track:5147DzKnamWyQdZwsYLHEJ,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,48
295,Viva La Vida or Death and All His Friends,9,4NmcfahJGawtwaMATGgP0L,Strawberry Swing,spotify:track:4NmcfahJGawtwaMATGgP0L,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,39
296,Viva La Vida or Death and All His Friends,10,36kG5UXshT0PqnZKsgU8c2,Death and All His Friends,spotify:track:36kG5UXshT0PqnZKsgU8c2,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,36
297,Viva La Vida or Death and All His Friends,1,5thS1ADBNUQxFQSsY06pj5,Life in Technicolor,spotify:track:5thS1ADBNUQxFQSsY06pj5,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,31
298,Viva La Vida or Death and All His Friends,2,1PCcIJm8I4agHiG84aWaWK,Cemeteries of London,spotify:track:1PCcIJm8I4agHiG84aWaWK,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,29
299,Viva La Vida or Death and All His Friends,3,4Ff4tlRfY51a7OoDBmEQ73,Lost!,spotify:track:4Ff4tlRfY51a7OoDBmEQ73,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,32
300,Viva La Vida or Death and All His Friends,4,5n7x2e25v13KyyRd3iyekR,42,spotify:track:5n7x2e25v13KyyRd3iyekR,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,28
301,Viva La Vida or Death and All His Friends,5,4cbiW4xxaXCT3OQNQYhGSV,Lovers in Japan,spotify:track:4cbiW4xxaXCT3OQNQYhGSV,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,33
302,Viva La Vida or Death and All His Friends,6,4iZpKEjoF6VlXJEEssAZx5,Yes,spotify:track:4iZpKEjoF6VlXJEEssAZx5,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,27
303,Viva La Vida or Death and All His Friends,7,1SLxVWqXo9zNrrDKRa3m1G,Viva La Vida,spotify:track:1SLxVWqXo9zNrrDKRa3m1G,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,62
304,Viva La Vida or Death and All His Friends,8,6VEcyQiE2bXGaduwVINWHE,Violet Hill,spotify:track:6VEcyQiE2bXGaduwVINWHE,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,41
305,Viva La Vida or Death and All His Friends,9,6DTcCx2sZlx5FbPHDl4kWU,Strawberry Swing,spotify:track:6DTcCx2sZlx5FbPHDl4kWU,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,35
306,Viva La Vida or Death and All His Friends,10,4Wi4chYe7kJ47SmFI3IKBF,Death and All His Friends,spotify:track:4Wi4chYe7kJ47SmFI3IKBF,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,31
