,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
122,A Head Full of Dreams Tour Edition,8,5oVHiXIQxwahhbFOzD5ZUF,Army of One,spotify:track:5oVHiXIQxwahhbFOzD5ZUF,0.275,0.387,0.659,6.44e-05,0.0861,-6.492,0.0434,146.047,0.287,17
123,A Head Full of Dreams Tour Edition,9,6w3eoWrKcR4x41uG3cwGNF,Amazing Day,spotify:track:6w3eoWrKcR4x41uG3cwGNF,0.017,0.451,0.636,0.435,0.141,-5.796,0.0274,97.041,0.289,16
124,A Head Full of Dreams Tour Edition,10,2vlTT7d7yovhBMgcsUrONg,Colour Spectrum,spotify:track:2vlTT7d7yovhBMgcsUrONg,0.854,0.348,0.174,0.933,0.137,-20.349,0.0369,123.58,0.0341,14
125,A Head Full of Dreams Tour Edition,11,2qQG5RmzKvQz8l3JTxSv47,Up&Up,spotify:track:2qQG5RmzKvQz8l3JTxSv47,0.0488,0.477,0.717,0.000333,0.102,-5.459,0.0552,164.012,0.258,20
126,A Head Full of Dreams Tour Edition,12,3RateSD2PJ9fGZzHnRmIAT,Adventure of a Lifetime - Matoma Remix,spotify:track:3RateSD2PJ9fGZzHnRmIAT,0.00381,0.651,0.771,1.71e-05,0.238,-6.541,0.0313,112.015,0.456,18
127,A Head Full of Dreams Tour Edition,13,1OAiWI2oPmglaOiv9fdioU,Hymn for the Weekend - Seeb Remix,spotify:track:1OAiWI2oPmglaOiv9fdioU,0.00868,0.564,0.849,4.68e-06,0.12,-3.516,0.0517,102.027,0.427,33
128,A Head Full of Dreams Tour Edition,14,5QOpPsNwbi3IfUH0TffBpn,Up&Up - Freedo Remix,spotify:track:5QOpPsNwbi3IfUH0TffBpn,0.103,0.806,0.657,0.00283,0.126,-5.947,0.0688,97.986,0.289,16
129,A Head Full of Dreams Tour Edition,15,28EbC4MoqVr1LsIGDAaIjO,"Magic - Live at the Enmore Theatre, Sydney; 2016 Remaster",spotify:track:28EbC4MoqVr1LsIGDAaIjO,0.234,0.557,0.543,0.139,0.715,-8.945,0.044,93.312,0.309,16
130,A Head Full of Dreams Tour Edition,16,1eGZMzDf7gSOSvFkprCYFa,"Clocks - Live at the Enmore Theatre, Sydney",spotify:track:1eGZMzDf7gSOSvFkprCYFa,0.0538,0.493,0.862,0.191,0.668,-4.613,0.0398,130.983,0.232,18
131,A Head Full of Dreams Tour Edition,17,28u0nvCV0qA8VlGA8C4ZAi,"Viva La Vida - Live at the Enmore Theatre, Sydney",spotify:track:28u0nvCV0qA8VlGA8C4ZAi,0.0139,0.443,0.942,3.58e-06,0.886,-4.136,0.0677,137.986,0.327,18
132,A Head Full of Dreams Tour Edition,18,1fRJH6eT6ZsYCCc74YenIv,"Oceans - Live at the Enmore Theatre, Sydney",spotify:track:1fRJH6eT6ZsYCCc74YenIv,0.837,0.384,0.414,0.0209,0.147,-9.223,0.0293,74.978,0.177,13
133,A Head Full of Dreams Tour Edition,19,0mIkdGHjYDvwlWS9BIhhs2,"A Sky Full of Stars - Live at the Enmore Theatre, Sydney",spotify:track:0mIkdGHjYDvwlWS9BIhhs2,0.0603,0.236,0.825,0.000713,0.41,-5.273,0.0578,124.938,0.189,18
134,Ghost Stories Live 2014,1,0zM6Zj4Iao1tJFHWc2PsrL,"Always in My Head - Live at the Royal Albert Hall, London",spotify:track:0zM6Zj4Iao1tJFHWc2PsrL,0.0159,0.476,0.698,0.569,0.994,-8.451,0.0332,97.497,0.157,45
135,Ghost Stories Live 2014,2,3bVwuZb0nYvAMn3roElQnY,"Magic - Live at the Enmore Theatre, Sydney",spotify:track:3bVwuZb0nYvAMn3roElQnY,0.18,0.5,0.502,0.0887,0.729,-11.775,0.0424,93.361,0.362,51
136,Ghost Stories Live 2014,3,29G1awyCr8RHz9EsTwqC6P,"Ink - Live at Le Casino De Paris, Paris",spotify:track:29G1awyCr8RHz9EsTwqC6P,0.00645,0.584,0.735,0.433,0.958,-7.147,0.0395,112.025,0.345,45
137,Ghost Stories Live 2014,4,4KmOOVu1sdBLKJbfEm4p1X,"True Love - Live at the Enmore Theatre, Sydney",spotify:track:4KmOOVu1sdBLKJbfEm4p1X,0.00195,0.463,0.758,0.0332,0.921,-7.939,0.0369,120.03,0.184,43
138,Ghost Stories Live 2014,5,5lsz74yVLAvt3anpHZHCTS,"Midnight - Live at the Royal Albert Hall, London",spotify:track:5lsz74yVLAvt3anpHZHCTS,0.188,0.459,0.574,0.705,0.958,-10.416,0.0334,126.987,0.0874,42
139,Ghost Stories Live 2014,6,79fUOcp3p5YCkBD6ILl6Tz,"Another's Arms - Live at the Beacon Theatre, New York",spotify:track:79fUOcp3p5YCkBD6ILl6Tz,0.00231,0.509,0.722,0.0469,0.981,-8.088,0.0306,80.008,0.497,41
140,Ghost Stories Live 2014,7,2OKnY0cqro0qsOijOondrr,"Oceans - Live at E-Werk, Cologne",spotify:track:2OKnY0cqro0qsOijOondrr,0.875,0.363,0.426,0.177,0.15,-11.428,0.0312,75.201,0.126,41
141,Ghost Stories Live 2014,8,2WXTF0qgKbczC2O8VymeLO,"A Sky Full of Stars - Live at the Royal Albert Hall, London",spotify:track:2WXTF0qgKbczC2O8VymeLO,0.00416,0.467,0.765,5.93e-05,0.708,-7.846,0.0311,125.013,0.186,53
142,Ghost Stories Live 2014,9,1ZAcQoFIdhYdKx8FaR4c3t,"O - Live at Royce Hall, Los Angeles",spotify:track:1ZAcQoFIdhYdKx8FaR4c3t,0.378,0.308,0.364,0.946,0.932,-12.183,0.0306,135.975,0.0688,43
143,Ghost Stories,1,0FMjqbY3aWo1QDbo3GwXib,Always in My Head,spotify:track:0FMjqbY3aWo1QDbo3GwXib,0.0128,0.499,0.502,0.687,0.068,-9.307,0.0254,97.544,0.0397,64
144,Ghost Stories,2,23khhseCLQqVMCIT1WMAns,Magic,spotify:track:23khhseCLQqVMCIT1WMAns,0.0262,0.738,0.483,0.616,0.106,-8.915,0.0403,93.458,0.355,72
145,Ghost Stories,3,6c6W25YoDGjTq3qSPOga5t,Ink,spotify:track:6c6W25YoDGjTq3qSPOga5t,0.0661,0.688,0.706,0.125,0.118,-7.31,0.0324,112.019,0.689,61
146,Ghost Stories,4,0fQuzbQNLcD1ofo7B2NcFI,True Love,spotify:track:0fQuzbQNLcD1ofo7B2NcFI,0.00382,0.482,0.574,0.08,0.123,-7.963,0.028,119.994,0.184,57
147,Ghost Stories,5,4GKk1uNzpxIptBuaY97Dkj,Midnight,spotify:track:4GKk1uNzpxIptBuaY97Dkj,0.615,0.548,0.475,0.808,0.0944,-12.42,0.0355,126.976,0.0349,63
148,Ghost Stories,6,22uzF19LxQW87kOVkR79Fq,Another's Arms,spotify:track:22uzF19LxQW87kOVkR79Fq,0.00715,0.518,0.572,0.256,0.139,-9.037,0.0291,160.005,0.347,56
149,Ghost Stories,7,2u4uhtETtcULnkBfFHSnDX,Oceans,spotify:track:2u4uhtETtcULnkBfFHSnDX,0.919,0.194,0.132,0.182,0.159,-15.783,0.0349,74.848,0.04,54
150,Ghost Stories,8,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,spotify:track:0FDzzruyVECATHXKHFs9eJ,0.00713,0.551,0.636,0.00203,0.217,-7.125,0.0281,124.996,0.153,77
151,Ghost Stories,9,77yuzxCS3csrgTPSW0pvyk,O,spotify:track:77yuzxCS3csrgTPSW0pvyk,0.911,0.23,0.216,0.829,0.0934,-14.727,0.0376,92.022,0.0618,62
152,Mylo Xyloto,1,37yP10klpscyHDmoAOmic9,Mylo Xyloto,spotify:track:37yP10klpscyHDmoAOmic9,0.435,0.151,0.389,0.961,0.228,-12.799,0.0373,100.702,0.226,18
153,Mylo Xyloto,2,58u2qU090CXfPLzuJMTaLP,Hurts Like Heaven,spotify:track:58u2qU090CXfPLzuJMTaLP,0.01,0.419,0.773,0.00418,0.269,-6.187,0.0305,89.954,0.274,20
154,Mylo Xyloto,3,0s0QstFpBjzpiANqoxBkJR,Paradise,spotify:track:0s0QstFpBjzpiANqoxBkJR,0.0522,0.449,0.585,8.49e-05,0.0833,-6.762,0.0268,139.627,0.203,33
155,Mylo Xyloto,4,2UwKDyEyCj4IYvWrRxX7Dk,Charlie Brown,spotify:track:2UwKDyEyCj4IYvWrRxX7Dk,0.0212,0.43,0.738,0.00165,0.33,-7.076,0.0375,137.986,0.0944,24
156,Mylo Xyloto,5,5V3kzEnxId59xhsSHC5XPr,Us Against the World,spotify:track:5V3kzEnxId59xhsSHC5XPr,0.845,0.511,0.304,1.03e-05,0.0741,-11.096,0.0279,112.379,0.195,20
157,Mylo Xyloto,6,3DFFLiHvtubjN2mXcJ2IT9,M.M.I.X.,spotify:track:3DFFLiHvtubjN2mXcJ2IT9,0.939,0.175,0.0613,0.867,0.095,-29.286,0.0521,126.842,0.157,16
158,Mylo Xyloto,7,3hJQM4DBxGJApnnyKsaWKy,Every Teardrop Is a Waterfall,spotify:track:3hJQM4DBxGJApnnyKsaWKy,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,117.985,0.313,24
159,Mylo Xyloto,8,7JrU5XPtmEw667OSnOcX3V,Major Minus,spotify:track:7JrU5XPtmEw667OSnOcX3V,0.000236,0.445,0.67,0.8,0.606,-5.232,0.0326,115.415,0.401,18
160,Mylo Xyloto,9,60uvK8O8CMjAhlvMMfCi3P,U.F.O.,spotify:track:60uvK8O8CMjAhlvMMfCi3P,0.731,0.211,0.395,0.016,0.338,-11.79,0.0366,81.543,0.205,16
161,Mylo Xyloto,10,67Jkx4WJZ0ZbDhld0COOri,Princess of China,spotify:track:67Jkx4WJZ0ZbDhld0COOri,0.00385,0.425,0.69,0.0154,0.287,-6.221,0.0351,84.99,0.233,24
162,Mylo Xyloto,11,74KFocpycEK1A1u5iktfaX,Up in Flames,spotify:track:74KFocpycEK1A1u5iktfaX,0.233,0.638,0.244,0.0318,0.104,-11.051,0.0301,76.007,0.336,18
163,Mylo Xyloto,12,4nNYJmZnMd1q2EOj8rYWGX,A Hopeful Transmission,spotify:track:4nNYJmZnMd1q2EOj8rYWGX,0.103,0.441,0.26,0.878,0.816,-20.424,0.0352,116.949,0.574,15
164,Mylo Xyloto,13,1Bu8G7BaPI1StL8qb8tkSP,Don't Let It Break Your Heart,spotify:track:1Bu8G7BaPI1StL8qb8tkSP,0.000567,0.41,0.752,0.059,0.169,-7.902,0.0464,140.052,0.151,18
165,Mylo Xyloto,14,3DkTax8mKUpYAvYeS7zG6X,Up with the Birds,spotify:track:3DkTax8mKUpYAvYeS7zG6X,0.71,0.295,0.483,0.00463,0.363,-7.876,0.0349,120.092,0.107,16
166,Mylo Xyloto,1,3vCzHYgSjMuGjFMfJSCx4c,Mylo Xyloto,spotify:track:3vCzHYgSjMuGjFMfJSCx4c,0.435,0.151,0.389,0.961,0.228,-12.799,0.0373,100.702,0.226,50
167,Mylo Xyloto,2,6WF4hzdGXvXd1joERSXJjm,Hurts Like Heaven,spotify:track:6WF4hzdGXvXd1joERSXJjm,0.01,0.419,0.773,0.00418,0.269,-6.187,0.0305,89.954,0.274,56
168,Mylo Xyloto,3,6nek1Nin9q48AVZcWs9e9D,Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.0522,0.449,0.585,8.49e-05,0.0833,-6.762,0.0268,139.627,0.203,80
169,Mylo Xyloto,4,1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,spotify:track:1yqMgZNrevsWMLWfO2PRp5,0.0212,0.43,0.738,0.00165,0.33,-7.076,0.0375,137.986,0.0944,66
170,Mylo Xyloto,5,5zyfzNnBzN7f7PVkJFnW2g,Us Against the World,spotify:track:5zyfzNnBzN7f7PVkJFnW2g,0.845,0.511,0.304,1.03e-05,0.0741,-11.096,0.0279,112.379,0.195,56
171,Mylo Xyloto,6,5Y7ztPw93VbAle55brM0jo,M.M.I.X.,spotify:track:5Y7ztPw93VbAle55brM0jo,0.939,0.175,0.0613,0.867,0.095,-29.286,0.0521,126.842,0.157,47
172,Mylo Xyloto,7,2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,117.985,0.313,68
173,Mylo Xyloto,8,6maXBs9zUY48m1UNHgTeRC,Major Minus,spotify:track:6maXBs9zUY48m1UNHgTeRC,0.000236,0.445,0.67,0.8,0.606,-5.232,0.0326,115.415,0.401,50
174,Mylo Xyloto,9,6BbIybrP84Tp99DLJg1cq3,U.F.O.,spotify:track:6BbIybrP84Tp99DLJg1cq3,0.731,0.211,0.395,0.016,0.338,-11.79,0.0366,81.543,0.205,49
175,Mylo Xyloto,10,4HXOBjwv2RnLpGG4xWOO6N,Princess of China,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,0.00385,0.425,0.69,0.0154,0.287,-6.221,0.0351,84.99,0.233,66
176,Mylo Xyloto,11,06t6JWrU05BxaKPtct2P2n,Up in Flames,spotify:track:06t6JWrU05BxaKPtct2P2n,0.233,0.638,0.244,0.0318,0.104,-11.051,0.0301,76.007,0.336,51
177,Mylo Xyloto,12,6n1x3DYFDpRau83XsI32NU,A Hopeful Transmission,spotify:track:6n1x3DYFDpRau83XsI32NU,0.103,0.441,0.26,0.878,0.816,-20.424,0.0352,116.949,0.574,46
178,Mylo Xyloto,13,69ho6gqRw1Rjy56tXlvnqk,Don't Let It Break Your Heart,spotify:track:69ho6gqRw1Rjy56tXlvnqk,0.000567,0.41,0.752,0.059,0.169,-7.902,0.0464,140.052,0.151,50
179,Mylo Xyloto,14,5lIFsEWj9IjNEALbHnPosE,Up with the Birds,spotify:track:5lIFsEWj9IjNEALbHnPosE,0.71,0.295,0.483,0.00463,0.363,-7.876,0.0349,120.092,0.107,49
180,Mylo Xyloto,1,40KPlY6AR5Kcs82WyhBuxb,Mylo Xyloto,spotify:track:40KPlY6AR5Kcs82WyhBuxb,0.435,0.151,0.389,0.961,0.228,-12.799,0.0373,100.702,0.226,12
181,Mylo Xyloto,2,62dM9VkkGA3ZOPQgUdB4YD,Hurts Like Heaven,spotify:track:62dM9VkkGA3ZOPQgUdB4YD,0.01,0.419,0.773,0.00418,0.269,-6.187,0.0305,89.954,0.274,17
182,Mylo Xyloto,3,7wBrglFVTNCcW6IhdgBkm1,Paradise,spotify:track:7wBrglFVTNCcW6IhdgBkm1,0.0522,0.449,0.585,8.49e-05,0.0833,-6.762,0.0268,139.627,0.203,38
183,Mylo Xyloto,4,0x5CxIxVZUxwOQbwiVLS6J,Charlie Brown,spotify:track:0x5CxIxVZUxwOQbwiVLS6J,0.0212,0.43,0.738,0.00165,0.33,-7.076,0.0375,137.986,0.0944,29
184,Mylo Xyloto,5,1lxzBK93CioCcSndzuTGyn,Us Against the World,spotify:track:1lxzBK93CioCcSndzuTGyn,0.845,0.511,0.304,1.03e-05,0.0741,-11.096,0.0279,112.379,0.195,16
185,Mylo Xyloto,6,3xGve8q7Kbf7NIsCWac1KH,M.M.I.X.,spotify:track:3xGve8q7Kbf7NIsCWac1KH,0.939,0.175,0.0613,0.867,0.095,-29.286,0.0521,126.842,0.157,10
186,Mylo Xyloto,7,6lpWMtQoGqQyEZuyIwhbkO,Every Teardrop Is a Waterfall,spotify:track:6lpWMtQoGqQyEZuyIwhbkO,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,117.985,0.313,34
187,Mylo Xyloto,8,4M8hFv7sHv6MunxquZSQxV,Major Minus,spotify:track:4M8hFv7sHv6MunxquZSQxV,0.000236,0.445,0.67,0.8,0.606,-5.232,0.0326,115.415,0.401,11
188,Mylo Xyloto,9,7y9dOOkTIQJhii7DOGdA2Z,U.F.O.,spotify:track:7y9dOOkTIQJhii7DOGdA2Z,0.731,0.211,0.395,0.016,0.338,-11.79,0.0366,81.543,0.205,10
189,Mylo Xyloto,10,7xMmjUm5gb3q9g4q2bPfxm,Princess of China,spotify:track:7xMmjUm5gb3q9g4q2bPfxm,0.00385,0.425,0.69,0.0154,0.287,-6.221,0.0351,84.99,0.233,25
190,Mylo Xyloto,11,0ONbOFn8yVNyycjJ9HTZBB,Up in Flames,spotify:track:0ONbOFn8yVNyycjJ9HTZBB,0.233,0.638,0.244,0.0318,0.104,-11.051,0.0301,76.007,0.336,11
191,Mylo Xyloto,12,3Ai6ko6Fd4xoabzLADfXhc,A Hopeful Transmission,spotify:track:3Ai6ko6Fd4xoabzLADfXhc,0.103,0.441,0.26,0.878,0.816,-20.424,0.0352,116.949,0.574,9
192,Mylo Xyloto,13,1GLMK5OpTKnEaAjda3gAH8,Don't Let It Break Your Heart,spotify:track:1GLMK5OpTKnEaAjda3gAH8,0.000567,0.41,0.752,0.059,0.169,-7.902,0.0464,140.052,0.151,12
193,Mylo Xyloto,14,0yPgfcnScT8srXav4sH20d,Up with the Birds,spotify:track:0yPgfcnScT8srXav4sH20d,0.71,0.295,0.483,0.00463,0.363,-7.876,0.0349,120.092,0.107,9
194,Mylo Xyloto,15,1YclPr5rN4OUAcZARA30ya,"Charlie Brown - Live from Glastonbury, 2011",spotify:track:1YclPr5rN4OUAcZARA30ya,0.0121,0.419,0.806,0.0799,0.973,-6.786,0.041,137.983,0.277,7
195,Mylo Xyloto,16,6tphqUaGlu5GSMfrAO7ytk,"Life Is for Living - Live from Glastonbury, 2011",spotify:track:6tphqUaGlu5GSMfrAO7ytk,0.0149,0.227,0.517,0.00588,0.743,-6.97,0.0317,80.103,0.285,6
196,Mylo Xyloto,17,404ZFyL4DIY5lqxAGakJeb,"Every Teardrop Is a Waterfall - Live from Glastonbury, 2011",spotify:track:404ZFyL4DIY5lqxAGakJeb,0.00724,0.311,0.86,0.00604,0.877,-5.609,0.0646,118.072,0.2,7
197,Viva La Vida (Prospekt's March Edition),1,6wmOs2YBp3czOKH9ioM4ht,Life in Technicolor,spotify:track:6wmOs2YBp3czOKH9ioM4ht,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,34
198,Viva La Vida (Prospekt's March Edition),2,3K2tFDmMXNxuuO7ZlF3aXP,Cemeteries of London,spotify:track:3K2tFDmMXNxuuO7ZlF3aXP,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,33
199,Viva La Vida (Prospekt's March Edition),3,64pDOeUGiB0vboqmJx2gGp,Lost!,spotify:track:64pDOeUGiB0vboqmJx2gGp,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,37
200,Viva La Vida (Prospekt's March Edition),4,3gygK5S34nKrhodwF9BdJC,42,spotify:track:3gygK5S34nKrhodwF9BdJC,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,32
201,Viva La Vida (Prospekt's March Edition),5,70B6MEskTMdhAkzjFPdMng,Lovers in Japan,spotify:track:70B6MEskTMdhAkzjFPdMng,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,35
202,Viva La Vida (Prospekt's March Edition),6,41wWuITiFeIeQdyZ1zTUR2,Yes,spotify:track:41wWuITiFeIeQdyZ1zTUR2,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,30
203,Viva La Vida (Prospekt's March Edition),7,5S6pYZD8WH3OQapDHTDM9M,Viva La Vida,spotify:track:5S6pYZD8WH3OQapDHTDM9M,0.0941,0.485,0.619,3.31e-06,0.109,-7.115,0.0289,138.017,0.416,56
204,Viva La Vida (Prospekt's March Edition),8,3UAqUwt7AEStMHsJI9Ht9G,Violet Hill,spotify:track:3UAqUwt7AEStMHsJI9Ht9G,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,37
205,Viva La Vida (Prospekt's March Edition),9,48g8hRC5mvMAWCQ9HSyGyW,Strawberry Swing,spotify:track:48g8hRC5mvMAWCQ9HSyGyW,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,35
206,Viva La Vida (Prospekt's March Edition),10,0djibL0KZU7HIQ7Ka1o2mR,Death and All His Friends,spotify:track:0djibL0KZU7HIQ7Ka1o2mR,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,32
207,Viva La Vida (Prospekt's March Edition),1,3cUjzpF5qD1M3jXx01GrSU,Life in Technicolor ii,spotify:track:3cUjzpF5qD1M3jXx01GrSU,0.00159,0.473,0.91,5.29e-05,0.248,-7.06,0.0391,131.052,0.293,42
208,Viva La Vida (Prospekt's March Edition),2,0iJflXj9uIpY5Ti47DJgSr,Postcards from Far Away,spotify:track:0iJflXj9uIpY5Ti47DJgSr,0.99,0.46,0.164,0.953,0.146,-19.387,0.048,126.704,0.189,32
209,Viva La Vida (Prospekt's March Edition),3,2lZWpb2iIiXHRTzwPzSisM,Glass of Water,spotify:track:2lZWpb2iIiXHRTzwPzSisM,0.000421,0.151,0.694,0.0634,0.334,-8.298,0.032,157.124,0.231,33
210,Viva La Vida (Prospekt's March Edition),4,4UvSPIQQKjvHTcc4VfUx7d,Rainy Day,spotify:track:4UvSPIQQKjvHTcc4VfUx7d,0.0765,0.376,0.677,0.00266,0.126,-6.964,0.0292,137.994,0.653,32
211,Viva La Vida (Prospekt's March Edition),5,6LlfxH6fGh08AsWKhHWkPF,Prospekt's March / Poppyfields,spotify:track:6LlfxH6fGh08AsWKhHWkPF,0.401,0.227,0.279,0.00428,0.193,-11.992,0.0302,154.465,0.0954,34
212,Viva La Vida (Prospekt's March Edition),6,6biBR71t2IseEgi9EBqv3l,Lost+ (with Jay-Z),spotify:track:6biBR71t2IseEgi9EBqv3l,0.00801,0.229,0.805,0.506,0.357,-7.024,0.0589,174.852,0.386,36
213,Viva La Vida (Prospekt's March Edition),7,4rTP5STJ0764hahKw3MPsn,Lovers in Japan - Osaka Sun Mix,spotify:track:4rTP5STJ0764hahKw3MPsn,0.00268,0.401,0.94,0.404,0.298,-6.037,0.0758,111.982,0.321,31
214,Viva La Vida (Prospekt's March Edition),8,7GoXWFbDDsHB6JKf3tAHtN,Now My Feet Won't Touch the Ground,spotify:track:7GoXWFbDDsHB6JKf3tAHtN,0.817,0.511,0.255,0.853,0.0819,-13.797,0.0302,124.09,0.13,32
215,Viva La Vida (Prospekt's March Edition),1,7HD0RkIdJi0RxY6DWRktm3,Life in Technicolor,spotify:track:7HD0RkIdJi0RxY6DWRktm3,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,43
216,Viva La Vida (Prospekt's March Edition),2,6kgssrFggqcBMtr4187OLK,Cemeteries of London,spotify:track:6kgssrFggqcBMtr4187OLK,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,40
217,Viva La Vida (Prospekt's March Edition),3,1qpeSaSifIDeJsGU6GskAz,Lost!,spotify:track:1qpeSaSifIDeJsGU6GskAz,0.00643,0.257,0.803,0.874,0.377,-7.504,0.055,174.108,0.555,44
218,Viva La Vida (Prospekt's March Edition),4,1X2v8JtRJhGQEy1QIhZnl7,42,spotify:track:1X2v8JtRJhGQEy1QIhZnl7,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,40
219,Viva La Vida (Prospekt's March Edition),5,7d0ouI5QwFd56ax0VnJyZk,Lovers in Japan,spotify:track:7d0ouI5QwFd56ax0VnJyZk,0.0427,0.202,0.733,0.696,0.243,-7.599,0.0446,118.223,0.0728,43
220,Viva La Vida (Prospekt's March Edition),6,6Dj4PkcFdFggMneoibIBC7,Yes,spotify:track:6Dj4PkcFdFggMneoibIBC7,0.00876,0.161,0.808,0.356,0.187,-6.277,0.0538,161.802,0.227,38
221,Viva La Vida (Prospekt's March Edition),7,7fcgisGFCr4mfbfNSztr84,Viva La Vida,spotify:track:7fcgisGFCr4mfbfNSztr84,0.113,0.489,0.615,4.41e-06,0.156,-7.185,0.0286,138.005,0.456,58
222,Viva La Vida (Prospekt's March Edition),8,3LKGi5hi5jPeQLJQSi9N8E,Violet Hill,spotify:track:3LKGi5hi5jPeQLJQSi9N8E,0.0603,0.345,0.581,0.00127,0.115,-7.875,0.0369,76.022,0.108,45
223,Viva La Vida (Prospekt's March Edition),9,0zVYSaFo1b2v8YDmx0QYEh,Strawberry Swing,spotify:track:0zVYSaFo1b2v8YDmx0QYEh,0.00722,0.38,0.663,0.791,0.191,-10.476,0.0456,173.139,0.429,44
224,Viva La Vida (Prospekt's March Edition),10,0jj1vUOIRHKiWrWCQYFdD5,Death and All His Friends,spotify:track:0jj1vUOIRHKiWrWCQYFdD5,0.695,0.218,0.295,0.738,0.164,-10.61,0.0312,129.925,0.0804,40
225,Viva La Vida (Prospekt's March Edition),1,7H7NI75DdeaOW7c70oYtjM,Life in Technicolor ii,spotify:track:7H7NI75DdeaOW7c70oYtjM,0.00159,0.473,0.91,5.29e-05,0.248,-7.06,0.0391,131.052,0.293,51
226,Viva La Vida (Prospekt's March Edition),2,7jAt4ULjZ9PMioduX71M9a,Postcards from Far Away,spotify:track:7jAt4ULjZ9PMioduX71M9a,0.99,0.46,0.164,0.953,0.146,-19.387,0.048,126.704,0.189,41
227,Viva La Vida (Prospekt's March Edition),3,6bRjYP2M9N0vpsBBXFZSH1,Glass of Water,spotify:track:6bRjYP2M9N0vpsBBXFZSH1,0.000421,0.151,0.694,0.0634,0.334,-8.298,0.032,157.124,0.231,41
228,Viva La Vida (Prospekt's March Edition),4,4uU1MxH2J6PInVrCUZUvu5,Rainy Day,spotify:track:4uU1MxH2J6PInVrCUZUvu5,0.0765,0.376,0.677,0.00266,0.126,-6.964,0.0292,137.994,0.653,38
229,Viva La Vida (Prospekt's March Edition),5,258hi2JlI0gkGr3tlF6vPL,Prospekt's March / Poppyfields,spotify:track:258hi2JlI0gkGr3tlF6vPL,0.401,0.227,0.279,0.00428,0.193,-11.992,0.0302,154.465,0.0954,39
230,Viva La Vida (Prospekt's March Edition),6,2FbmJu9obAOMB3PCv2oic7,Lost+ (with Jay-Z),spotify:track:2FbmJu9obAOMB3PCv2oic7,0.00801,0.229,0.805,0.506,0.357,-7.024,0.0589,174.852,0.386,41
231,Viva La Vida (Prospekt's March Edition),7,4o70WSUfc85Y4599B3l1Rv,Lovers in Japan - Osaka Sun Mix,spotify:track:4o70WSUfc85Y4599B3l1Rv,0.00211,0.41,0.943,0.486,0.234,-6.967,0.0674,111.989,0.279,39
232,Viva La Vida (Prospekt's March Edition),8,63tS04CMB2GsJUqX5LGaUQ,Now My Feet Won't Touch the Ground,spotify:track:63tS04CMB2GsJUqX5LGaUQ,0.817,0.511,0.255,0.853,0.0819,-13.797,0.0302,124.09,0.13,40
233,Viva La Vida (Prospekt's March Edition),1,3Uwk9OS6sE5jphtvXbpHQ5,Life in Technicolor,spotify:track:3Uwk9OS6sE5jphtvXbpHQ5,0.0102,0.289,0.662,0.944,0.498,-10.482,0.0347,131.053,0.254,13
234,Viva La Vida (Prospekt's March Edition),2,7HMO6E1R5JcJdbHHdpl2Xo,Cemeteries of London,spotify:track:7HMO6E1R5JcJdbHHdpl2Xo,0.0054,0.464,0.805,0.0085,0.1,-7.693,0.0345,109.152,0.272,12
235,Viva La Vida (Prospekt's March Edition),3,4oak8ZWxbhdO7IvPI2mV6w,Lost!,spotify:track:4oak8ZWxbhdO7IvPI2mV6w,0.0057,0.359,0.779,0.837,0.379,-7.52,0.0412,86.951,0.582,14
236,Viva La Vida (Prospekt's March Edition),4,0l2pZLrUsBUoTXJmgyFZac,42,spotify:track:0l2pZLrUsBUoTXJmgyFZac,0.221,0.294,0.635,0.00281,0.102,-7.202,0.0349,141.388,0.176,13
